added at,release date,name,album,artist(s),id
2021-10-29T20:30:38+00:00,2019-09-20,I Just Wanna Shine,All the Feels,Fitz and The Tantrums,spotify:track:4GZ3YCkuH0VvTluVLwUp4g
2021-10-29T20:28:54+00:00,2019-09-20,All the Feels,All the Feels,Fitz and The Tantrums,spotify:track:3scYtw10wODPatwKBGTwB6
2021-10-29T20:27:57+00:00,2019-09-20,123456,All the Feels,Fitz and The Tantrums,spotify:track:5O3nMjk8xL7n4TIh0tym4i
2021-10-29T20:27:10+00:00,2017-07-24,Fool,Fitz and The Tantrums (Deluxe Edition),Fitz and The Tantrums,spotify:track:7rt7ywY9yekwaYXk2Zt4Q5
2021-10-29T20:23:43+00:00,2012-06-12,"My Leather, My Fur, My Nails",Wildlife Pop (Deluxe Edition),Stepdad,spotify:track:6bTbkW8kwKiWGH8F4WsNFb
2021-10-29T20:23:02+00:00,2011-06-09,Parrot,Ordinaire EP,Stepdad,spotify:track:1v6kip5eL25pCSGWpwSfeG
2021-10-29T10:34:48+00:00,2013,20 Years,Transpose EP,Bad Suns,spotify:track:3EQBVWHnCv19VW8JSxiNzi
2021-10-29T10:31:14+00:00,2019-01-18,Mercy Down,Hope and a Hand Grenade,Shayfer James,spotify:track:5XfFmFFER8WH6izUTBHQWd
2021-10-29T10:24:46+00:00,2017-12-08,h d w g h ?,Vol. II,Stop Light Observations,spotify:track:2S06d3CoWe0ST1A3Uw3yCE
2021-10-24T22:15:26+00:00,2014-04-23,It's Gonna Be Alright,It's Gonna Be Alright,Bill Wurtz+N/A,spotify:track:4Ep2HJ1nWvt7SXQLEdgtJj
2021-10-18T22:45:07+00:00,2021-10-06,Teardrop,Teardrop,ibi,spotify:track:5aJhmiZbnm1Uytahpqhr5K
2021-10-10T22:13:15+00:00,2016-06-03,Misfit,Misfit,High Dive Heart,spotify:track:2WRNPWniqC7AgNHefvwW4n
2021-10-02T21:32:52+00:00,2008-09-03,Kärlekens Alla Färjor,Wermland,Detektivbyrån,spotify:track:4hteLW5cO9L8B2k3ZfyqgK
2021-10-02T21:28:26+00:00,2008-09-03,Life_Universe,Wermland,Detektivbyrån,spotify:track:4nwJtkkeZOVkp3wDTRAP1q
2021-09-30T20:55:12+00:00,2007-01-01,"""E18""",E18,Detektivbyrån,spotify:track:5MWTIbCYIEZp20Ex8xfNYK
2021-09-30T16:41:54+00:00,2008-09-03,Om Du Möter Varg,Wermland,Detektivbyrån,spotify:track:33qOGk5Px3DOGodBT5sCKD
2021-09-30T16:21:26+00:00,2007-01-01,"""Nattoppet""",E18,Detektivbyrån,spotify:track:1rH72YcWHiBndW2cDMMtWg
2021-09-17T18:14:36+00:00,2021-09-08,Cheers!,Cheers!,Jukebox The Ghost,spotify:track:2r8H3YAFGNS26wurMPxmAc
2021-09-06T19:50:36+00:00,1999-07-10,Narcotic - Long Version,Liquido,Liquido,spotify:track:6vd0irRMDT1sTwGEsI8EOM
2021-09-04T10:08:41+00:00,2009-09-28,The Only Exception,Brand New Eyes,Paramore,spotify:track:7JIuqL4ZqkpfGKQhYlrirs
2021-08-17T02:17:29+00:00,2019-05-31,A Song for Summer,A Song for Summer,Noah Floersch,spotify:track:6c3gRnYwfBVDYIhCrxDvXu
2021-08-17T02:16:56+00:00,2020-07-17,Simon and Mary,Simon and Mary,Noah Floersch,spotify:track:3cMd3S1ID3yoCpUVu6Rm8q
2021-07-30T18:59:29+00:00,2021-06-10,Solar Power,Solar Power,Lorde,spotify:track:3KdoeNlEN0BoAKWzaRLNZa
2021-07-30T00:03:58+00:00,1994-09-27,Ants Marching,Under the Table and Dreaming (Expanded Edition),Dave Matthews Band,spotify:track:2FfZg072w8RoxlMOR7M4CT
2021-07-24T21:04:32+00:00,2017-11-17,Darlin' (feat. AJR),Unleash The Love,Mike Love+AJR,spotify:track:6JXcrPDlgWcgCMZYJQgtTJ
2021-07-24T21:03:32+00:00,2018-12-07,Operate,Operate,Vesperteen,spotify:track:2a7s3jxHXNyAim8BuhyRuo
2021-07-24T20:57:21+00:00,2017-12-29,Karma,Growing Pains,Grayson DeWolfe,spotify:track:66L5p6IQCZeTnJn21I90CW
2021-07-24T20:46:07+00:00,2013-06-20,City,ADHDS,ADHDS,spotify:track:3oorif6IxWNSNSGNPE7Oi8
2021-07-24T20:44:50+00:00,2019-05-17,Only One Not Smiling,Who Knew,The Correspondents,spotify:track:14IGKgor0NqobmcbrflT8U
2021-07-24T20:31:17+00:00,2021-04-08,Games,Games,Tessa Violet+lovelytheband,spotify:track:54HMQ6LzInyFQaxv6sK2TG
2021-07-23T13:02:57+00:00,2018-08-03,broken,finding it hard to smile,lovelytheband,spotify:track:6XcfKZvJio9Z0fQy11GnNX
2021-07-02T13:50:14+00:00,2021-07-02,Wrecked,Wrecked,Imagine Dragons,spotify:track:2d1MywHy6FwKdzxFuSJnwl
2021-06-26T14:11:59+00:00,2021-05-21,Blue Shell!,Blue Shell!,Alex Unknown,spotify:track:32XCGvrTDxtmmBDLroeZ97
2021-06-23T12:45:15+00:00,2021-06-10,30,Inside (The Songs),Bo Burnham,spotify:track:1dqC5KuAYE3bRxeSEeVDF6
2021-06-19T01:13:05+00:00,2021-06-10,White Woman’s Instagram,Inside (The Songs),Bo Burnham,spotify:track:3whAYGfFH2hezD9L9B2oH0
2021-06-19T00:44:16+00:00,2021-06-10,That Funny Feeling,Inside (The Songs),Bo Burnham,spotify:track:7uCq4vBPffjaTMlE8EQzJD
2021-06-19T00:36:02+00:00,2021-06-10,Look Who’s Inside Again,Inside (The Songs),Bo Burnham,spotify:track:7d8dqy6GbiUqotcTSs0jXg
2021-06-19T00:30:06+00:00,2021-06-10,Comedy,Inside (The Songs),Bo Burnham,spotify:track:2AziR5bWTpniyTm2GQNer7
2021-06-19T00:26:45+00:00,2021-06-10,Problematic,Inside (The Songs),Bo Burnham,spotify:track:6NBAtnU5ICF7fazEFn2hKL
2021-06-19T00:26:42+00:00,2021-06-10,Bezos I,Inside (The Songs),Bo Burnham,spotify:track:0Kdj7nwaYQmvhxnqZaIQuW
2021-06-19T00:26:41+00:00,2021-06-10,Content,Inside (The Songs),Bo Burnham,spotify:track:7av3s72hOwmgzA2VE5pWDa
2021-06-18T17:18:51+00:00,2018-11-05,Depression Is Here!,Depression Is Here!,Jeremy Blake,spotify:track:1s7pDASwz8KkfRfGdwGJoo
2021-06-18T17:18:46+00:00,2017-03-20,Making up Words,Torn Between a Couple,Bug Hunter,spotify:track:5FdfVmRkshH3zS1c8DSvI0
2021-06-18T17:18:44+00:00,2013-07-30,Back Then,Quantum Mechanics EP,B Story,spotify:track:2TXz4iGa6nqrufbz0PaYJP
2021-06-18T17:04:17+00:00,2019-06-08,Deadlock,Coffee and Ramen,Go! Child,spotify:track:2jhU7GIfbmTkQLKggi4xNL
2021-06-18T16:23:07+00:00,2019-01-09,Starry Eyed,"Lovely, Wonderful Thoughts",Linus from the Stars,spotify:track:5ES1j81Tyrkw9i5KyVc25f
2021-06-18T16:22:59+00:00,2016-09-24,California,California,Silent Pilot,spotify:track:70Pp97qc7tP8T0cuTiPX5G
2021-06-05T23:50:54+00:00,2018-02-02,spoiled,come out. you're hiding (deluxe),flor,spotify:track:0xPVr1rHaOYmpw5w1zFl33
2021-06-05T16:11:48+00:00,2021-02-08,the open window,someday,Louie Zong,spotify:track:4w9VUl35pG9NE6NABYK2hK
2021-06-05T16:10:46+00:00,2021-02-08,unknown lands,someday,Louie Zong,spotify:track:1dHtAF1HUt0JG0ThyGGZgT
2021-06-04T01:35:22+00:00,2018-05-11,Nice Guy,Denial in Paradise,courtship.,spotify:track:0eZMafxAnEXdonY4UUzpqz
2021-06-03T21:14:21+00:00,2017-05-19,Coloring Outside The Lines,Connect The Dots,MisterWives,spotify:track:2cyfSwcJRd5ikvj34eokdN
2021-05-04T18:39:16+00:00,2018-02-02,restless soul,come out. you're hiding (deluxe),flor,spotify:track:1Kftdmn6nefVn2WS0AmPRa
2021-04-29T19:25:52+00:00,2017-05-12,Begin (feat. Wales),All Becomes Okay,Shallou+Wales,spotify:track:1v5J1L8FbUQya4SUQFCstk
2021-04-15T01:46:57+00:00,2014,Running with the Wolves,All My Demons Greeting Me as a Friend (Deluxe),AURORA,spotify:track:20qtjUDcb8HH8ouF51BirQ
2021-04-14T02:53:08+00:00,2020-08-06,Love I Need,Love I Need,The Living Tombstone,spotify:track:1pvjgrDx35jAt5FOcdrsuT
2021-04-11T19:24:29+00:00,2019-10-25,Rise Up,Rise Up,TheFatRat,spotify:track:6inzGTxyGsXVjpVKtFGrcE
2021-04-07T17:32:11+00:00,2020-09-04,Lazy,zero_one,The Living Tombstone,spotify:track:5jiq6gYgiuXHyymaAyWKfE
2021-04-07T15:35:13+00:00,2020-09-04,Chosen,zero_one,The Living Tombstone,spotify:track:1hjYmCKINchQvPyzZRlgmu
2021-03-28T17:56:01+00:00,2021-03-24,I'm A Princess,I'm A Princess,Bill Wurtz,spotify:track:3l7gAnxKViXvWYTT1SmVgs
2021-03-27T16:13:18+00:00,2018-12-18,Just Did a Bad Thing,Just Did a Bad Thing,Bill Wurtz,spotify:track:0Y08zhvCal5BZZNS0RqBFN
2021-03-25T00:05:09+00:00,2016-04-08,Mr Loverman,Montgomery Ricky,Ricky Montgomery,spotify:track:2IVsRhKrx8hlQBOWy4qebo
2021-03-24T21:48:04+00:00,2016-04-08,Line Without a Hook,Montgomery Ricky,Ricky Montgomery,spotify:track:5jvgec3P4jyoZUPTy2pWDR
2021-03-24T18:12:32+00:00,2018-06-15,Blue Light,Blue Light,Oh Jeremiah,spotify:track:6O5TluxCb0aapHDWZusgme
2021-03-24T17:39:56+00:00,2013-01-22,"Angel, Please",Beta Love,Ra Ra Riot,spotify:track:5fdTd5LJZe9ijlW2E5evfq
2021-03-24T17:35:38+00:00,2017-11-10,Still Though We Should Dance,Radnor & Lee,Radnor & Lee,spotify:track:3hkDTkdvLLZ0V6IaAUraps
2021-03-24T16:55:55+00:00,2017-08-19,Excited Eyes,Brave With Wires,The Notionaries,spotify:track:0dVgp8OviFtM1C2emDshkl
2021-03-24T16:51:42+00:00,2018-06-01,Skyfalling,Skyfalling,The Adjective+Sunrises+thesleepynomad,spotify:track:0AG5yTcrgrTMST5ya6QV7n
2021-03-24T16:06:28+00:00,2018-08-10,Things,Things,HiP CoLouR+Matilda Smedius+William Benckert,spotify:track:5BFtNOH1CHN3swqQJW8JLN
2021-03-24T16:01:55+00:00,2016-12-01,Shackleton,The Endurance,Adam Young,spotify:track:6DWuLVbIoqq8E0PbdzHgfv
2021-03-23T18:22:46+00:00,2016-10-21,Man on the Moon,Man on the Moon,Zella Day,spotify:track:08lkp84AN53aDQibAbA4cv
2021-03-23T18:15:00+00:00,2014-10-14,Cry Cry Cry,Augusta,Scott Helman,spotify:track:6SgDipB3aLBZ6Hi7GNXWBc
2021-03-23T18:11:30+00:00,2019-02-21,Backseat,Backseat,Lafrantz,spotify:track:2V44oohInzH6JQrWZrlQMP
2021-03-20T00:04:25+00:00,2017-01-25,Mr. Moon,Songs from 6th East,Jonah Taylor,spotify:track:0ksrpxVOUl3S41CBR6wptx
2021-03-05T15:29:59+00:00,2018-02-02,back again,come out. you're hiding (deluxe),flor,spotify:track:1J5rHMEvQFpM07iLULi48A
2021-03-05T15:23:08+00:00,2018-02-02,hold on,come out. you're hiding (deluxe),flor,spotify:track:6RtRxaZN5RMWFbeZW24oRx
2021-02-28T16:40:22+00:00,2018-05-11,Sunroof,Denial in Paradise,courtship.,spotify:track:1zLEXRNVucrDxxI1qmGO9Z
2021-02-28T16:29:11+00:00,2014-01-01,Little Games,The Colourist,The Colourist,spotify:track:0nWWxoOmEPUtAHRiFOSAMc
2021-02-28T16:18:18+00:00,2018-11-30,She’s So High (Live In Studio),She's So High,Castlecomer,spotify:track:3lsdCWSgm8s5Pt16YLbmOt
2021-02-28T00:32:15+00:00,2017-06-09,I Wear Glasses,How You Gonna Stop It?,Mating Ritual,spotify:track:0owL3tvmERawo5yh2lZqmT
2021-02-28T00:31:55+00:00,2014-07-08,High,Young Rising Sons,Young Rising Sons,spotify:track:4gTwPFGhIIlYtlo59jbVUB
2021-02-28T00:25:59+00:00,2019-09-06,dancing around,ley lines,flor,spotify:track:5UAOuU3YK9xo76vtrhyDng
2021-02-28T00:00:29+00:00,2016-01-29,Dancing On Glass,Matter,St. Lucia,spotify:track:0aersVHlGGXcHeRvHtuaSt
2021-02-28T00:00:28+00:00,2016-09-16,Off She Goes,Disappear Here,Bad Suns,spotify:track:277XsneDiv30dhONPCOmrF
2021-02-27T23:52:41+00:00,2013-01-01,We Come Running,Wake Up,Youngblood Hawke,spotify:track:0eehHRQY2nlimtLjCI9xRf
2021-02-27T23:38:29+00:00,2016-09-30,Spacin Out,Where'd Your Weekend Go?,The Mowgli's,spotify:track:099NgYQditsnMhePFr61Fl
2021-02-27T23:38:28+00:00,2018-10-05,Fire Alarm,Castlecomer,Castlecomer,spotify:track:7IhXIYTj3JnqoyXWut3jFF
2021-02-27T23:38:25+00:00,2016-09-16,Daft Pretty Boys,Disappear Here,Bad Suns,spotify:track:41d2Q6DHcM20OdzynkRtvf
2021-02-17T22:56:25+00:00,2011-06-21,&,Good & Evil,Tally Hall,spotify:track:2vzbU9nlpIMYxlt0FucOHi
2021-02-14T15:05:39+00:00,2011-06-21,Turn the Lights Off,Good & Evil,Tally Hall,spotify:track:3xpdefOloYCBXd3UR6MVyM
2021-01-30T20:02:16+00:00,2019-07-01,Phonograph,Who's Running Your Mind?,Piper Madison,spotify:track:4V6skaUjH9nHd6J4YHC7NZ
2021-01-30T19:36:06+00:00,2020-06-26,Bored,Bored,Tessa Violet+MisterWives,spotify:track:2iKp7e9MFT5kWdyeV5B9Ne
2021-01-28T00:38:40+00:00,2019-03-07,Easy Thing,Easy Thing,Dom Fera,spotify:track:7jtWhbOvAbtmZNl6ca6YvE
2021-01-28T00:13:09+00:00,2017-08-11,Bones,Culture Wars,Culture Wars,spotify:track:2FAptcuGMaDZ0OK8ylwVj2
2021-01-18T17:11:17+00:00,2016-08-09,Into the Wilderness,Into the Wilderness,Early Hours,spotify:track:3LdOLwPKde8qRPu63sO0qU
2021-01-18T16:04:33+00:00,2019-07-29,Dave Found His Old Synthesizer,Dave Found His Old Synthesizer,The Duck of Mischief,spotify:track:0YDJwFAL2BfeX88sXZb818
2021-01-18T03:34:51+00:00,2012,Time Machine,Hawaii: Part II,Miracle Musical,spotify:track:3lWtkjh2tstrANQyNchyK1
2021-01-18T02:05:44+00:00,2018-08-03,Girl,Don't Lose Your Head,Paper Jackets,spotify:track:2QY3d6r7PfluaDJYtbETkh
2021-01-10T20:39:02+00:00,2017-10-06,One of Us,Lost in Translation,New Politics,spotify:track:3zSaWBoojpQGDPO2oIL80H
2021-01-10T19:38:02+00:00,2017-06-09,Million Bucks,Million Bucks,Smallpools,spotify:track:6Hx7kdHB9kGdxnw2EwSx2V
2021-01-09T04:01:35+00:00,2017-08-22,Welcome to Lady Hell,The Raven Locks Act 3,Dirt Poor Robins,spotify:track:06OTh3RF2IIBukgVHkrNDv
2021-01-09T01:56:12+00:00,2018-11-02,Tightrope,Tightrope,4 Door Theatre,spotify:track:0jIOP3TFWdV2nL29Lb1sUg
2021-01-08T02:06:54+00:00,2018-06-22,I'm Not Ok,Kids In The Night,Weathers,spotify:track:17weS3aO2oaGYJ9Q9yM56X
2020-12-19T01:51:52+00:00,2015-12-04,Troublemaker,Waking Up The Giants,Grizfolk,spotify:track:472mFdP6wkHO6xzKn5F4et
2020-12-19T01:42:25+00:00,2017-09-29,Tied,Tied,Greta Isaac,spotify:track:5sU3YPrf00coMOzRcHj9Jh
2020-12-19T01:15:51+00:00,2017-10-27,Hell,Hell,Eliza and the Bear,spotify:track:0drYvyW1tq5wEJByUnoePp
2020-12-19T00:26:07+00:00,2017-01-13,Kids (Ain't All Right),Kids (Ain't All Right),Grace Mitchell,spotify:track:7wPX5ErKG1RZHtGa6wDOXh
2020-12-18T23:58:05+00:00,2020-12-14,walking with you,walking with you,LilyPichu,spotify:track:079tYJiB4uxWXzEhRiuyd0
2020-12-12T16:52:38+00:00,2020-08-21,Who’s Gonna Love Me Now,New Age Norms 2,Cold War Kids,spotify:track:1T9DxFAS1H7RgR4PDUzAGQ
2020-12-12T16:49:11+00:00,2020-04-03,Monsters (feat. blackbear),"Wake Up, Sunshine",All Time Low+blackbear,spotify:track:0tyR7Bu9P086aWBFZ4QJoo
2020-12-12T16:44:28+00:00,2020-04-22,fever dream,dawn,mxmtoon,spotify:track:5WHgAhE3VlGpBiNKUWEyDY
2020-12-12T16:39:32+00:00,2020-03-19,Nothing New,Nothing New,The Strike,spotify:track:4MbM25VuEfVv94w8n2EkpC
2020-12-12T16:37:59+00:00,2020-05-13,Sweet Hibiscus Tea,The Junkyard 2,Penelope Scott,spotify:track:4ZUv5GgKcziw6ZjyxUfudU
2020-11-28T18:56:19+00:00,2016-04-01,Figure Me Out,Stories For Monday,The Summer Set,spotify:track:2ZPzNY7eheDHSO4ZpK4tSg
2020-11-28T18:24:16+00:00,2013-05-17,Harlem,A Bad Girl In Harlem,New Politics,spotify:track:573latfTMO7SpGtStVrQx5
2020-11-28T18:21:38+00:00,2014-10-14,Why Worry,Duality,Set It Off,spotify:track:39ShyO1yBCiEoEXHX9ie0F
2020-11-28T18:06:15+00:00,2011,Angel With A Shotgun,Symphony Soldier,The Cab,spotify:track:49rpdsNYJirTTf6p6mMvag
2020-11-28T17:50:43+00:00,2014-07-14,I Wanna Get Better,Strange Desire,Bleachers,spotify:track:1BwhFXqoIsePt21WyWIttb
2020-11-28T17:48:06+00:00,2015-04-07,Missing You,Future Hearts,All Time Low,spotify:track:0LSY3NePenK0VG7nRUTVk8
2020-11-28T17:44:36+00:00,2017-08-11,Would You Be So Kind,You - EP,dodie,spotify:track:3ZiuxcBeRanTjfHzVBuuQe
2020-11-22T18:03:44+00:00,2018-11-16,Role Model,Role Model,daysormay,spotify:track:0TVwZvHd4EE4QDMgmevUcJ
2020-11-22T17:21:12+00:00,2017-11-21,The Love,The Love,Con Bro Chill,spotify:track:12WYxt5lieiIQngIwkBNFi
2020-11-22T17:04:40+00:00,2017-06-09,The Good Part,The Click,AJR,spotify:track:5cBLBXhU9sf6kGvb2Dv2cl
2020-11-22T16:58:32+00:00,2017-05-30,Ship in a Bottle,Lost at Sea,fin,spotify:track:7EioHGLoCcjuIgQwKh8O8H
2020-11-22T16:48:13+00:00,2017-05-26,Cheap Thrills,Faux Real,Fake Shark,spotify:track:15a6aPrbt8q1gwospnCMY2
2020-11-22T16:30:10+00:00,2019-05-17,Go to Sleep Kimberly,How To Work A Room,Superet,spotify:track:1BuL6zqUEDEoaemhIQ08DO
2020-11-22T16:10:43+00:00,2016-09-02,Ringleader,Ringleader,The Madison Letter,spotify:track:3IVTLNd3aJe0d5xP1rJRyY
2020-11-22T16:07:10+00:00,2018-10-23,High,High,Lokki,spotify:track:1Tw34hE2MgUYvG4iQwmWE4
2020-11-22T16:03:43+00:00,2018-03-06,Flashback,Flashback,Sub-Radio,spotify:track:7fqyul7XXzPTlQNZ7eayyp
2020-11-22T15:53:16+00:00,2019-04-19,On Your Mind,On Your Mind,Noah Floersch,spotify:track:4RPSs5aQymn0A5syaHE7VI
2020-11-22T15:50:34+00:00,2020-01-01,Pleasantville,The Method,Eye on Attraction,spotify:track:308MYna4uglhKlbDHZ2R1R
2020-11-12T02:44:29+00:00,2017-10-13,Dreams,Colors,Beck,spotify:track:14zhqtMI5xHrfCFCLhFcsn
2020-11-12T02:28:12+00:00,2009-01-01,Bulletproof,La Roux,La Roux,spotify:track:6lUY6MoqGgPnA27PHYxem5
2020-11-01T20:02:09+00:00,2010-01-01,Change Of Seasons,Sweet Thing,Sweet Thing,spotify:track:0uQM6JGzYEEUgXeJQ3urz7
2020-11-01T18:35:31+00:00,2014-09-16,Hypnotized,Aftermath,Fever Fever,spotify:track:7A1k5EyKAMJwqzMJRViX9W
2020-11-01T18:32:14+00:00,2018-04-06,Take Tonight,The War: Act I,The Family Crest,spotify:track:2vJM4WThmgki6va6dHDXgg
2020-10-24T22:01:07+00:00,2016-04-23,A Toast and a Spirit,"Girl, Say",Vacation Manor,spotify:track:554dAjQxsN1DrNL3dKgp5c
2020-10-23T18:22:49+00:00,2020-10-23,Need You Here,RAZZMATAZZ,I DONT KNOW HOW BUT THEY FOUND ME,spotify:track:2xPuS6MAf3ZHSgufxeiugn
2020-10-23T18:17:56+00:00,2020-10-23,Lights Go Down,RAZZMATAZZ,I DONT KNOW HOW BUT THEY FOUND ME,spotify:track:65tYIwsRsyROJ5q9uOpvFW
2020-10-23T18:11:49+00:00,2020-10-23,Sugar Pills,RAZZMATAZZ,I DONT KNOW HOW BUT THEY FOUND ME,spotify:track:6aAW8QdserZUNAXlaoZup0
2020-10-23T18:10:42+00:00,2020-10-23,Clusterhug,RAZZMATAZZ,I DONT KNOW HOW BUT THEY FOUND ME,spotify:track:65yrKuYdBYsMA1ItIngmjc
2020-10-23T17:36:30+00:00,2020-10-23,Mad IQs,RAZZMATAZZ,I DONT KNOW HOW BUT THEY FOUND ME,spotify:track:4dTM35eH5nmPRZcQ2ltlKr
2020-10-23T17:31:37+00:00,2020-10-23,Razzmatazz,RAZZMATAZZ,I DONT KNOW HOW BUT THEY FOUND ME,spotify:track:3UhhRDkHWz7D28BkejHzqI
2020-10-23T17:31:23+00:00,2020-10-23,Leave Me Alone,RAZZMATAZZ,I DONT KNOW HOW BUT THEY FOUND ME,spotify:track:1cIi1x8ANjMO97wH5OfYO1
2020-10-23T17:28:19+00:00,2020-10-23,Kiss Goodnight,RAZZMATAZZ,I DONT KNOW HOW BUT THEY FOUND ME,spotify:track:6bNk8Nakwq8nM6EGUy4nOP
2020-10-22T22:18:02+00:00,2013-04-02,Whisper,Migrant (Deluxe),The Dear Hunter,spotify:track:1A4T3cm5mteRN0nz4AiY7P
2020-10-10T18:22:49+00:00,2016-02-26,You're Such A,HAIZ,Hailee Steinfeld,spotify:track:3QTDzwSkRW04FVPo6COm0H
2020-10-10T18:13:59+00:00,2010-09-07,King of Anything,Kaleidoscope Heart,Sara Bareilles,spotify:track:3VA8T3rNy5V24AXxNK5u9E
2020-10-10T17:44:37+00:00,2020-10-08,2004 Breakup,2004 Breakup,The Gentle Men,spotify:track:2JdVd74bljY4rUV7dQHztz
2020-10-10T04:52:02+00:00,2007-01-01,Potential Breakup Song,Insomniatic,Aly & AJ,spotify:track:11dxtPJKR4E0wlSr0A0t47
2020-10-10T00:32:19+00:00,2013-07-15,Moscow,Punch,Autoheart,spotify:track:4ylE1Sl2wohbCvToD1fHsl
2020-09-13T22:06:47+00:00,2011-11-29,Weight of the World,Counterfeit Arcade,Shayfer James,spotify:track:3mBzmGcvEytNUsPHmpqtXZ
2020-09-13T21:54:32+00:00,2016-03-04,Could Have Been Me,Everybody Wants,The Struts,spotify:track:3IyCL4Em1GOpNGDf451Hg1
2020-09-13T18:35:08+00:00,2017-11-03,Into The Storm,Empires On Fire,BANNERS,spotify:track:2eZskXFEMt2K1fvTsB9LSk
2020-09-13T18:14:27+00:00,2015-11-14,Golden Age,Golden Age,The Electric Sons,spotify:track:3VsiR8bSkmnqtuLASAbwz3
2020-09-13T18:14:18+00:00,2019-09-20,Arm Candy,Reborn Yesterday,Record Heat,spotify:track:1lrNgj58AS4ZZBnHxvzgZ2
2020-09-13T18:01:27+00:00,2016-09-23,Heart-Shaped Hologram,I Still Taste Fire - EP,Stephanie Mabey,spotify:track:16dn8Dkyjfg3hngV63s5IC
2020-09-13T17:26:17+00:00,2011-03-29,Everything Moves,Shake! Shake! Shake!,Bronze Radio Return,spotify:track:1EBabYZhYAfKREdGOc4oOu
2020-09-13T17:22:05+00:00,2017-02-14,Brand New Bad News,Fantasma Del Tropico,Glowbug,spotify:track:12xvlhwxHVdQQwvM17KN07
2020-09-13T15:18:15+00:00,2017-10-03,Control (Secretly Sorry),Control (Secretly Sorry),JR JR,spotify:track:53pwXzO6omeG1o2lMhzHvn
2020-09-13T15:10:24+00:00,2014-11-14,Last Night,Caught on the Moon EP,Ricky Montgomery,spotify:track:3GLkaotnN9spz6A1kk1mY5
2020-09-13T14:52:21+00:00,2019-02-05,Rocketman,Rocketman,MAGIC GIANT+American Authors,spotify:track:2ydLiglhbmhKeYFozgHxaT
2020-09-13T14:48:36+00:00,2016-06-10,Shadow,Telecoast,Bearstronaut,spotify:track:7MeUp2FtccINi9zxXf9hdO
2020-09-13T14:42:55+00:00,2016-01-24,Frostburg,Hello Apollo,Hello Apollo,spotify:track:6NYGyhiUhJpEQSRJ2yGJka
2020-09-05T02:20:23+00:00,2008-01-29,The Kids Don't Stand A Chance,Vampire Weekend,Vampire Weekend,spotify:track:6Uk9iD1hTgC5TKwB2HGCPD
2020-09-05T02:16:54+00:00,2020-09-04,Sunburn,zero_one,The Living Tombstone,spotify:track:5Xr3v3tuCB0CGtl8MAOYum
2020-09-05T02:16:18+00:00,2020-09-04,Fly Home,zero_one,The Living Tombstone,spotify:track:4QKu8B7OZfELPkQlwtwe3X
2020-09-05T02:15:40+00:00,2020-09-04,Long Time Friends,zero_one,The Living Tombstone,spotify:track:6DdJT7IApAVhfeXD4sJYC4
2020-09-01T17:36:56+00:00,2020-05-22,foreverland,foreverland,LilyPichu,spotify:track:5j8CJsWBVTKC0I1etHa08Y
2020-09-01T17:34:33+00:00,2020-07-04,a stormy night,a stormy night,LilyPichu+TJ Brown,spotify:track:7u83tMqc2n4L1FuShWTqGH
2020-09-01T02:56:44+00:00,2020-08-29,dreamy night,dreamy night,LilyPichu,spotify:track:3NyxWuYU0s2GA6oZgDRQep
2020-09-01T02:56:16+00:00,2020-05-22,comfy vibes,comfy vibes,LilyPichu,spotify:track:4WR8G8LZgKiL5VegYuAl08
2020-08-29T03:40:35+00:00,1981,Golden Brown,La Folie,The Stranglers,spotify:track:2AX5E86cn9n2dgioZEjirI
2020-08-27T23:52:51+00:00,2015-07-10,Ready For You,Ready For You,Hunter Hunted,spotify:track:61ypxNWXEGVTemBFvut4Z7
2020-08-26T22:41:03+00:00,2015-07-10,Lucky Day,Ready For You,Hunter Hunted,spotify:track:4FmxP236eZunoF0n4NEGml
2020-08-26T22:39:46+00:00,2020-08-25,Sometimes,Sometimes,Air Traffic Controller,spotify:track:0od2XSmXh4M97rJYmpvQZ1
2020-08-17T15:46:21+00:00,2019-09-27,Good Luck,Good Luck,Broken Bells,spotify:track:2apLrBlEQvFa8ob0dQcu6i
2020-08-15T19:15:22+00:00,2019-05-03,Where's My Love,SYML,SYML,spotify:track:2NeM9rfWo70KQej9GxeaoL
2020-08-15T19:14:22+00:00,2017-07-07,Where's My Love - Piano Solo,Where's My Love,SYML,spotify:track:59lUvVUixyLmC3u9kSIU1Y
2020-08-13T18:12:52+00:00,2020-04-24,Laxed – Siren Beat,Laxed (Siren Beat),Jawsh 685,spotify:track:3BJiF37kmX4HCfYSO7qBnQ
2020-08-04T05:13:39+00:00,2018-12-14,The Edge,The Edge,Panicland,spotify:track:3V7fPYLX3zQB2c0h5GGVoK
2020-08-04T05:01:56+00:00,2012-10-12,Unicorns Die When You Leave,151a,Kishi Bashi,spotify:track:5sjoGtRHe1L01yEXZhEqoH
2020-08-04T04:53:42+00:00,2016-11-19,Iscariot,Uncle Murgatroyd's Music Box,Fundamentally Sound,spotify:track:29dMH2AqWXI1lzgguChD3C
2020-08-04T04:42:43+00:00,2015-10-14,Table Song,Pearls,Katie Kuffel,spotify:track:35h8GVcpWrElY0sWP0ziqB
2020-08-04T04:27:48+00:00,2015-08-26,The Anthem of Mr. Dark,The Arcadian Wild,The Arcadian Wild,spotify:track:3xDFgDY0znGPOIVPmzxCex
